restaurant_name,city,cuisines,avg_cost_for_two,price_range,rating,votes,online_delivery,table_booking,city_clean,state_clean,population,city_tier
Bikaner Sweets,New Delhi,Mithai,200,1,2.7,14,No,No,delhi,delhi,9879172.0,Tier 1
Bikaner,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",600,2,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Chatori Zubaan 2,New Delhi,"North Indian, Chinese",550,2,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Chinese Mania,New Delhi,Chinese,300,1,3.2,17,No,No,delhi,delhi,9879172.0,Tier 1
Da Pizza Corner,New Delhi,"Fast Food, Pizza",600,2,2.5,6,Yes,No,delhi,delhi,9879172.0,Tier 1
Dhaba Cash 'N' Carry Kitchen,New Delhi,North Indian,600,2,3.1,16,No,No,delhi,delhi,9879172.0,Tier 1
Dom Dang Kins Restaurant,New Delhi,Chinese,400,1,3.1,12,No,No,delhi,delhi,9879172.0,Tier 1
First Choice,New Delhi,"North Indian, Chinese, Fast Food",600,2,2.9,11,No,No,delhi,delhi,9879172.0,Tier 1
Hungry Hut,New Delhi,"North Indian, Chinese, Mughlai",700,2,3.1,6,No,No,delhi,delhi,9879172.0,Tier 1
Le Seasons Restaurant,New Delhi,"North Indian, Chinese",950,2,2.8,17,No,Yes,delhi,delhi,9879172.0,Tier 1
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",800,2,3.0,22,No,Yes,delhi,delhi,9879172.0,Tier 1
Popsy's,New Delhi,"North Indian, South Indian, Continental, Fast Food",550,2,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Prabhu,New Delhi,"Fast Food, North Indian, Bakery",500,2,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
Saptagiri,New Delhi,"North Indian, Mughlai, Chinese, Continental, Fast Food",900,2,2.8,10,No,Yes,delhi,delhi,9879172.0,Tier 1
Spice Hut,New Delhi,"North Indian, Fast Food, Biryani",500,2,2.9,15,No,No,delhi,delhi,9879172.0,Tier 1
Taste of Vishal,New Delhi,"North Indian, Chinese",900,2,2.9,6,No,Yes,delhi,delhi,9879172.0,Tier 1
The Tandoori Night,New Delhi,"Biryani, Chinese, North Indian",300,1,2.8,5,No,No,delhi,delhi,9879172.0,Tier 1
Traffic Jaam,New Delhi,"North Indian, Chinese",550,2,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Tripti,New Delhi,"North Indian, Chinese, Mughlai, South Indian",1000,3,3.1,16,No,Yes,delhi,delhi,9879172.0,Tier 1
Uttaranchal Dhaba & Restaurant,New Delhi,North Indian,200,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Wah Ji Wah,New Delhi,"North Indian, Chinese",450,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Resto 37,New Delhi,"North Indian, Chinese, Continental, Fast Food",700,2,3.9,23,No,No,delhi,delhi,9879172.0,Tier 1
Aakash Sweets & Caterers,New Delhi,"Mithai, Street Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Aapka Mangal Restaurant,New Delhi,North Indian,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Al-Karim,New Delhi,North Indian,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Apna Dhaba,New Delhi,North Indian,150,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Burger Wala,New Delhi,"Burger, Fast Food",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Highway,New Delhi,"Fast Food, Chinese",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cake Point,New Delhi,"Bakery, Desserts",600,2,0.0,0,Yes,No,delhi,delhi,9879172.0,Tier 1
Chatori Zubaan Chur Chur Naan,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Coffee Shop,New Delhi,"Cafe, North Indian, Continental",1000,3,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Colonel's Kebabs & Curries,New Delhi,"North Indian, Chinese, Mughlai",600,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Dolphin - The Food Cafe,New Delhi,"North Indian, Mughlai, Chinese",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
First Treat Bakers,New Delhi,Bakery,300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Flavours Of Delhi,New Delhi,"North Indian, Chinese, Fast Food",650,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Foresto Lawn & Restaurant,New Delhi,"North Indian, Mughlai, Chinese",600,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Jain Sweets & Bakers,New Delhi,"North Indian, Mithai",300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
JD's Restaurant,New Delhi,"North Indian, Chinese",350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Just Vada Pav,New Delhi,Street Food,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kaka De Dhaba,New Delhi,North Indian,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kolcata Bengali Dhaba,New Delhi,North Indian,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kukkuu Da Dhaba,New Delhi,North Indian,400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
M&S Coffee Cafe,New Delhi,Fast Food,450,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Malabar Style Kitchen,New Delhi,Kerala,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Mathura Lassi Wala,New Delhi,"North Indian, Chinese, South Indian",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Metropolitan Cafe,New Delhi,"North Indian, Chinese",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Bake,New Delhi,Bakery,250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Mughal-E-Zaika,New Delhi,"Mughlai, North Indian",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Mukesh Bhojnalaya,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
New Royal Blue Dhaba,New Delhi,North Indian,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
New Sharma Chicken Corner,New Delhi,"North Indian, Biryani",150,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Pakwan,New Delhi,"North Indian, Chinese, Fast Food",500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Corner,New Delhi,"Pizza, Fast Food",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Pokhreli Kitchen,New Delhi,"South Indian, Nepalese",450,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Rasoi,New Delhi,North Indian,500,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Satya Dhaba,New Delhi,North Indian,450,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Sha-O-Lin Chinese Fast Food,New Delhi,Chinese,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Shahi Chicken Corner,New Delhi,Mughlai,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Shama Muradabadi,New Delhi,"North Indian, Biryani",250,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Sunil Punjabi Dhaba,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Sunita Dhaba,New Delhi,North Indian,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Taste of India,New Delhi,"North Indian, Mughlai, Chinese",1000,3,0.0,0,No,Yes,delhi,delhi,9879172.0,Tier 1
U.P. Al-Flah Restaurant,New Delhi,Biryani,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Vaishno Da Dhaba,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Yadav Sweets,New Delhi,"Mithai, Street Food",150,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
The Cavalry Bar - Maidens Hotel,New Delhi,Finger Food,2000,4,2.7,17,No,Yes,delhi,delhi,9879172.0,Tier 1
The Curzon Room - Maidens Hotel,New Delhi,"European, North Indian",3200,4,3.4,39,No,Yes,delhi,delhi,9879172.0,Tier 1
The Garden Terrace - Maidens Hotel,New Delhi,"North Indian, Continental",3000,4,3.3,57,No,Yes,delhi,delhi,9879172.0,Tier 1
Ama Rabsel House,New Delhi,"Chinese, North Indian",500,2,3.0,8,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Plus,New Delhi,Cafe,500,2,3.2,13,No,No,delhi,delhi,9879172.0,Tier 1
Hornbill,New Delhi,"Naga, Chinese",450,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Orange Cafe & Restaurant,New Delhi,"Tibetan, Chinese",450,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
ABC Restaurant,New Delhi,"North Indian, Chinese",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Achi Restaurant,New Delhi,Chinese,400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Asian House Restaurant,New Delhi,"Tibetan, South Indian, North Indian",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Cafe 59,New Delhi,"Cafe, North Eastern",600,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Drepung Loselling,New Delhi,"Tibetan, Chinese",400,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Dus Bab,New Delhi,Tibetan,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
DZI House,New Delhi,"North Indian, Chinese, Tibetan",550,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Good Luck Cafe,New Delhi,Ice Cream,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kathmandu,New Delhi,Chinese,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Kullu Manali Restaurant,New Delhi,"Tibetan, Chinese, North Indian",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lhamo's Kitchen,New Delhi,Nepalese,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lhasa Manthang Restaurant,New Delhi,"Tibetan, Chinese",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lhasa Thali House,New Delhi,Nepalese,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Little Tibet,New Delhi,"Cafe, Tibetan",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Lotus House Restaurant,New Delhi,"Tibetan, Chinese",600,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Mahi Rasoi,New Delhi,"North Indian, South Indian, Fast Food",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
New Open Restaurant,New Delhi,"Nepalese, Tibetan",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Rooftop Restaurant,New Delhi,Chinese,450,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Somang House Restaurant,New Delhi,"Asian, Chinese",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Tandoori Khazana,New Delhi,"North Indian, Fast Food",350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Tsopema Restaurant,New Delhi,"Tibetan, Chinese, North Indian",600,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
33 Food,New Delhi,"North Indian, Mughlai",700,2,3.2,93,Yes,No,delhi,delhi,9879172.0,Tier 1
Burger Point,New Delhi,"Burger, Fast Food",400,1,3.3,78,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Blur,New Delhi,"Cafe, Chinese",450,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,2.5,52,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Rendezvous,New Delhi,"Mexican, Italian, North Indian, Continental, Asian",1550,3,3.3,191,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Cakes & Bakes,New Delhi,"Bakery, Desserts",500,2,3.4,75,No,No,delhi,delhi,9879172.0,Tier 1
Chatorey Chacha,New Delhi,"Street Food, North Indian",350,1,3.3,51,No,No,delhi,delhi,9879172.0,Tier 1
Chilli Dragon,New Delhi,"Chinese, Thai",650,2,3.3,35,Yes,No,delhi,delhi,9879172.0,Tier 1
DCK- Dana Choga's Kitchen,New Delhi,"North Indian, Mughlai",800,2,3.4,297,Yes,No,delhi,delhi,9879172.0,Tier 1
Divya's Rimpy Restaurant,New Delhi,"North Indian, Chinese, Mughlai",800,2,3.2,245,No,No,delhi,delhi,9879172.0,Tier 1
Express Dhaba,New Delhi,"North Indian, Chinese, Mughlai",650,2,2.7,68,Yes,No,delhi,delhi,9879172.0,Tier 1
Go Foodie,New Delhi,"North Indian, Chinese",500,2,3.3,105,No,No,delhi,delhi,9879172.0,Tier 1
Health Pan,New Delhi,Healthy Food,200,1,3.4,45,Yes,No,delhi,delhi,9879172.0,Tier 1
Karim's,New Delhi,"Mughlai, North Indian",800,2,3.0,183,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Karuna,New Delhi,South Indian,200,1,3.0,15,No,No,delhi,delhi,9879172.0,Tier 1
Kathi,New Delhi,"North Indian, Fast Food, Chinese",400,1,2.8,75,Yes,No,delhi,delhi,9879172.0,Tier 1
King Chilly Kitchen,New Delhi,"Chinese, Tibetan",400,1,3.2,17,Yes,No,delhi,delhi,9879172.0,Tier 1
Kolhapuri Veg Non-Veg Foods,New Delhi,Maharashtrian,300,1,3.3,20,Yes,No,delhi,delhi,9879172.0,Tier 1
Mehfil Dhaba,New Delhi,"Fast Food, North Indian",300,1,3.4,214,No,No,delhi,delhi,9879172.0,Tier 1
Moti Mahal Delux - Legendary Culinary,New Delhi,"North Indian, Chinese",600,2,2.6,146,Yes,No,delhi,delhi,9879172.0,Tier 1
Open Oven,New Delhi,"Bakery, Desserts, Fast Food",250,1,3.4,103,Yes,No,delhi,delhi,9879172.0,Tier 1
Paapi Paet,New Delhi,"Fast Food, Beverages",550,2,3.3,250,Yes,No,delhi,delhi,9879172.0,Tier 1
Pepper Corn Express,New Delhi,"North Indian, Chinese, Fast Food",800,2,3.4,50,Yes,No,delhi,delhi,9879172.0,Tier 1
Pinch Of China,New Delhi,Chinese,400,1,3.2,14,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,2,2.8,120,Yes,No,delhi,delhi,9879172.0,Tier 1
Punjabee's Darbar,New Delhi,"North Indian, Chinese",700,2,3.0,34,Yes,No,delhi,delhi,9879172.0,Tier 1
Ramjee's,New Delhi,"Street Food, North Indian",150,1,3.3,62,Yes,No,delhi,delhi,9879172.0,Tier 1
Rollmaal,New Delhi,"Fast Food, North Indian, Chinese",500,2,3.4,218,Yes,No,delhi,delhi,9879172.0,Tier 1
Shaolin,New Delhi,Chinese,800,2,3.4,217,Yes,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,2.8,183,Yes,No,delhi,delhi,9879172.0,Tier 1
The Chocolate Room,New Delhi,"Cafe, Italian, Mexican, Salad, Desserts",850,2,3.4,155,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The Delhi Heights,New Delhi,"North Indian, Mughlai, Chinese",800,2,2.8,198,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Thok (The House of Kakori),New Delhi,"North Indian, Mughlai, Chinese",600,2,3.4,485,Yes,No,delhi,delhi,9879172.0,Tier 1
Uloo,New Delhi,"North Indian, Mughlai, Chinese",600,2,3.2,134,Yes,No,delhi,delhi,9879172.0,Tier 1
Vadapav Junction & More,New Delhi,"Street Food, Fast Food",350,1,3.3,37,Yes,No,delhi,delhi,9879172.0,Tier 1
Behrouz Biryani,New Delhi,Biryani,600,2,3.6,61,Yes,No,delhi,delhi,9879172.0,Tier 1
Beliram Degchiwala,New Delhi,"North Indian, Mughlai, Chinese",900,2,3.5,226,Yes,No,delhi,delhi,9879172.0,Tier 1
Bhukkhar,New Delhi,"North Indian, Chinese, Mughlai",500,2,3.9,100,Yes,No,delhi,delhi,9879172.0,Tier 1
Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,3,3.9,113,Yes,No,delhi,delhi,9879172.0,Tier 1
Bun Intended,New Delhi,"Burger, American, Fast Food",850,2,3.9,50,Yes,No,delhi,delhi,9879172.0,Tier 1
Casa Asia,New Delhi,Chinese,650,2,3.8,306,Yes,No,delhi,delhi,9879172.0,Tier 1
Chic Fish,New Delhi,"North Indian, Chinese",750,2,3.5,361,Yes,No,delhi,delhi,9879172.0,Tier 1
Dunkin' Donuts,New Delhi,"Burger, Desserts, Fast Food",600,2,3.6,290,Yes,No,delhi,delhi,9879172.0,Tier 1
Farratta,New Delhi,"North Indian, Chinese",800,2,3.7,93,Yes,No,delhi,delhi,9879172.0,Tier 1
Flavors of Chennai,New Delhi,South Indian,400,1,3.7,370,Yes,No,delhi,delhi,9879172.0,Tier 1
Food For Thought,New Delhi,"North Indian, Italian",700,2,3.8,55,Yes,No,delhi,delhi,9879172.0,Tier 1
FreshMenu,New Delhi,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,2,3.7,132,Yes,No,delhi,delhi,9879172.0,Tier 1
Giani's,New Delhi,"Ice Cream, Desserts",400,1,3.7,145,Yes,No,delhi,delhi,9879172.0,Tier 1
Gopala,New Delhi,"Mithai, Street Food",250,1,3.8,45,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.5,52,No,No,delhi,delhi,9879172.0,Tier 1
Hunger Must Die,New Delhi,"Italian, North Indian, Chinese, Mughlai",500,2,3.7,99,Yes,No,delhi,delhi,9879172.0,Tier 1
Kolkata Kathi Roll,New Delhi,Fast Food,150,1,3.6,82,No,No,delhi,delhi,9879172.0,Tier 1
Max Grille and Kitchen,New Delhi,"North Indian, Mughlai, Chinese",850,2,3.5,99,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Moti Sweets,New Delhi,"Mithai, Street Food",100,1,3.6,114,No,No,delhi,delhi,9879172.0,Tier 1
Nazeer Foods,New Delhi,"North Indian, Mughlai, Chinese",650,2,3.6,427,No,No,delhi,delhi,9879172.0,Tier 1
Nikashee,New Delhi,"Chinese, Thai",600,2,3.7,408,No,No,delhi,delhi,9879172.0,Tier 1
Noodle Box,New Delhi,"Chinese, Thai",700,2,3.5,60,Yes,No,delhi,delhi,9879172.0,Tier 1
Pema's,New Delhi,"Chinese, Tibetan, Japanese",700,2,3.6,412,Yes,No,delhi,delhi,9879172.0,Tier 1
Plumber - The Lounge,New Delhi,"Thai, Chinese, North Indian",1500,3,3.9,38,No,No,delhi,delhi,9879172.0,Tier 1
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,1,3.7,137,No,No,delhi,delhi,9879172.0,Tier 1
RP's Restaurant,New Delhi,"Mughlai, North Indian, Chinese",700,2,3.5,259,Yes,No,delhi,delhi,9879172.0,Tier 1
Soi Thai,New Delhi,"Thai, Japanese",1500,3,3.6,148,Yes,No,delhi,delhi,9879172.0,Tier 1
Speedy Chow,New Delhi,"Chinese, Thai",850,2,3.6,268,Yes,No,delhi,delhi,9879172.0,Tier 1
Stoned Age Kitchen,New Delhi,Continental,400,1,3.9,91,Yes,No,delhi,delhi,9879172.0,Tier 1
Suribachi,New Delhi,"Asian, North Indian, Continental",1500,3,3.5,104,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Swagath,New Delhi,"North Indian, Chinese, Seafood, Chettinad",1500,3,3.5,168,No,Yes,delhi,delhi,9879172.0,Tier 1
The Delhi Canteen,New Delhi,"North Indian, Continental, Asian, Chinese, Thai",1000,3,3.6,305,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The Grill Kitchen,New Delhi,"North Indian, Mughlai",650,2,3.8,75,Yes,No,delhi,delhi,9879172.0,Tier 1
The Midnight Heroes,New Delhi,"North Indian, Biryani, Chinese, Fast Food",950,2,3.7,41,Yes,No,delhi,delhi,9879172.0,Tier 1
The Salad Bowl,New Delhi,"Healthy Food, Salad",800,2,3.5,34,Yes,No,delhi,delhi,9879172.0,Tier 1
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,2,2.3,185,No,No,delhi,delhi,9879172.0,Tier 1
Food Army,New Delhi,"North Indian, Mughlai, Chinese",450,1,2.3,18,Yes,No,delhi,delhi,9879172.0,Tier 1
Moti Restaurant,New Delhi,"North Indian, South Indian, Chinese, Mughlai",550,2,2.4,137,Yes,No,delhi,delhi,9879172.0,Tier 1
New Baba Da Dhaba,New Delhi,"North Indian, Mughlai, Chinese",400,1,2.0,84,Yes,No,delhi,delhi,9879172.0,Tier 1
Tunday Kababi,New Delhi,"Lucknowi, Mughlai",600,2,2.2,182,Yes,No,delhi,delhi,9879172.0,Tier 1
Dilli BC,New Delhi,"North Indian, Mughlai",700,2,4.4,84,Yes,No,delhi,delhi,9879172.0,Tier 1
Litti.In,New Delhi,Bihari,300,1,4.0,308,Yes,No,delhi,delhi,9879172.0,Tier 1
Nizam's Kathi Kabab,New Delhi,"North Indian, Fast Food",900,2,4.0,153,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Pepper Kitchen,New Delhi,"Cafe, American, Italian",500,2,4.0,244,Yes,No,delhi,delhi,9879172.0,Tier 1
Rustom's Cafe & Bakery,New Delhi,"Cafe, Bakery, Parsi",700,2,4.1,84,Yes,No,delhi,delhi,9879172.0,Tier 1
Salad Days,New Delhi,"Healthy Food, Salad",800,2,4.0,255,Yes,No,delhi,delhi,9879172.0,Tier 1
Stop My Starvation,New Delhi,"Cafe, Desserts",300,1,4.3,126,Yes,No,delhi,delhi,9879172.0,Tier 1
Sushi Junction,New Delhi,"Sushi, Japanese, Healthy Food",1000,3,4.0,53,Yes,No,delhi,delhi,9879172.0,Tier 1
Vero Gusto,New Delhi,"Cafe, Fast Food, Healthy Food",250,1,4.1,135,Yes,No,delhi,delhi,9879172.0,Tier 1
Snack Junction,New Delhi,Chinese,300,1,3.2,10,No,No,delhi,delhi,9879172.0,Tier 1
Turant,New Delhi,Chinese,300,1,3.3,47,No,No,delhi,delhi,9879172.0,Tier 1
Snacks Point,New Delhi,Fast Food,100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
The Sweet Spot,New Delhi,Bakery,600,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Kafe @ Museum,New Delhi,"North Indian, Continental",300,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Friends Cafe,New Delhi,North Indian,500,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Aromas of Pind,New Delhi,"North Indian, Chinese",1200,3,4.2,278,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Apna Dhaba and Caters,New Delhi,North Indian,300,1,3.2,20,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,2.7,7,Yes,No,delhi,delhi,9879172.0,Tier 1
Jai Shree Durga South Indian Corner,New Delhi,"South Indian, Chinese",350,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Malabar Catering House,New Delhi,"Biryani, Kerala",400,1,3.2,13,No,No,delhi,delhi,9879172.0,Tier 1
Meenakshi Bhawan,New Delhi,"South Indian, Chinese",300,1,3.1,14,No,No,delhi,delhi,9879172.0,Tier 1
New Raja Sweets,New Delhi,"Mithai, Street Food",150,1,2.9,18,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Treat,New Delhi,"Pizza, Fast Food",250,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Rita Chinese Food,New Delhi,Chinese,350,1,3.1,10,No,No,delhi,delhi,9879172.0,Tier 1
Vibes of Punjab,New Delhi,"North Indian, Mughlai, Chinese",700,2,3.2,21,No,No,delhi,delhi,9879172.0,Tier 1
Ramji Di Hatti & Caterers,New Delhi,North Indian,350,1,3.5,25,No,No,delhi,delhi,9879172.0,Tier 1
Spicy Tadka,New Delhi,"North Indian, Chinese",600,2,3.5,24,Yes,No,delhi,delhi,9879172.0,Tier 1
Mr. Tandoori Lal,New Delhi,"Chinese, North Indian",300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Om Sweets & Caterers,New Delhi,North Indian,200,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Sardar Ji Take Away & Caterers,New Delhi,"North Indian, Chinese",450,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
9 is Mine,New Delhi,Fast Food,300,1,2.6,4,Yes,No,delhi,delhi,9879172.0,Tier 1
Aashirwad,New Delhi,"Chinese, North Indian",450,1,3.2,19,No,No,delhi,delhi,9879172.0,Tier 1
Aggarwal Sweet & Bakers,New Delhi,"Mithai, Street Food",150,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Amit Hotel,New Delhi,North Indian,150,1,2.9,7,No,No,delhi,delhi,9879172.0,Tier 1
Angrezee Dhaba,New Delhi,"North Indian, Mughlai, Chinese",350,1,2.8,7,Yes,No,delhi,delhi,9879172.0,Tier 1
Ankur Family Restaurant,New Delhi,North Indian,300,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Bansal Sweet,New Delhi,"Desserts, Street Food",150,1,2.7,20,No,No,delhi,delhi,9879172.0,Tier 1
Baskin Robbins,New Delhi,Ice Cream,300,1,3.1,13,Yes,No,delhi,delhi,9879172.0,Tier 1
Caravan Resto Bar,New Delhi,"North Indian, Chinese, Mughlai",1100,3,3.2,51,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Celebration Multi Cuisine Restaurant,New Delhi,"North Indian, Chinese",500,2,2.7,14,No,No,delhi,delhi,9879172.0,Tier 1
Chatto Chapati,New Delhi,North Indian,250,1,3.0,8,No,No,delhi,delhi,9879172.0,Tier 1
Chawla's_,New Delhi,"North Indian, Mughlai",750,2,2.7,29,No,Yes,delhi,delhi,9879172.0,Tier 1
China Town,New Delhi,Chinese,300,1,2.7,11,Yes,No,delhi,delhi,9879172.0,Tier 1
China Town,New Delhi,Chinese,350,1,2.7,28,No,No,delhi,delhi,9879172.0,Tier 1
Dazzle Pastry Shop,New Delhi,"Bakery, Fast Food",150,1,2.6,25,No,No,delhi,delhi,9879172.0,Tier 1
Delicacy Foods,New Delhi,"North Indian, Mughlai, Chinese",650,2,3.2,86,No,No,delhi,delhi,9879172.0,Tier 1
Dolphin Rolls,New Delhi,"Fast Food, Chinese",200,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Durbar Restaurant,New Delhi,"North Indian, Chinese",500,2,2.7,33,No,No,delhi,delhi,9879172.0,Tier 1
Ever Green Pastry Shop,New Delhi,Bakery,200,1,3.1,34,No,No,delhi,delhi,9879172.0,Tier 1
Evergreen Sweets Corner,New Delhi,"Mithai, Street Food",100,1,3.0,8,No,No,delhi,delhi,9879172.0,Tier 1
Great Plates By AJ,New Delhi,"North Indian, Chinese, Mughlai",900,2,3.1,77,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.2,24,No,No,delhi,delhi,9879172.0,Tier 1
Haqeem's,New Delhi,North Indian,250,1,2.7,14,No,No,delhi,delhi,9879172.0,Tier 1
